revenue_per_user,orders_cnt_per_user,converted_from_main_screen_to_item_card_screen,group,period
1047.1,14.0,0,B,before test
1030.6,6.0,0,B,before test
920.3,9.0,0,A,before test
1019.5,6.0,0,B,before test
1030.8,7.0,0,B,before test
955.3,9.0,0,B,before test
948.6,10.0,0,A,before test
1042.4,5.0,0,A,before test
1055.3,9.0,0,B,before test
921.4,11.0,0,A,before test
921.4,11.0,0,B,before test
1089.8,12.0,0,B,before test
974.9,10.0,0,A,before test
1001.6,5.0,0,A,before test
991.9,11.0,1,A,before test
1063.7,11.0,0,A,before test
1026.7,9.0,0,A,before test
963.0,8.0,0,B,before test
1029.4,8.0,0,B,before test
921.3,7.0,0,A,before test
945.0,6.0,0,A,before test
972.7,11.0,0,B,before test
1016.9,9.0,0,A,before test
964.4,11.0,0,B,before test
923.7,13.0,0,A,before test
995.2,13.0,0,A,before test
1004.7,9.0,0,B,before test
1065.3,8.0,0,A,before test
994.3,13.0,0,A,before test
1029.8,10.0,0,A,before test
926.3,7.0,0,A,before test
1052.9,9.0,1,A,before test
979.5,12.0,0,A,before test
1050.4,10.0,0,A,before test
1026.1,8.0,0,A,before test
1030.7,7.0,0,A,before test
1052.0,5.0,0,B,before test
958.9,10.0,0,B,before test
919.4,10.0,1,A,before test
1001.6,13.0,0,B,before test
973.6,9.0,0,A,before test
1025.0,5.0,0,B,before test
1033.0,8.0,0,A,before test
1021.6,7.0,0,A,before test
995.9,12.0,0,A,before test
993.8,8.0,0,A,before test
1045.2,6.0,0,A,before test
932.5,7.0,1,A,before test
1062.5,12.0,0,A,before test
962.4,9.0,0,A,before test
942.9,10.0,0,A,before test
983.1,14.0,0,B,before test
1009.6,7.0,0,A,before test
1008.2,10.0,0,B,before test
924.1,13.0,0,B,before test
1048.8,9.0,0,A,before test
1053.1,12.0,0,B,before test
1083.5,1.0,1,B,before test
986.2,13.0,0,B,before test
1050.5,11.0,1,A,before test
992.2,4.0,0,B,before test
1040.9,8.0,0,A,before test
1019.0,10.0,0,A,before test
1002.0,5.0,0,A,before test
994.3,11.0,0,A,before test
1010.8,9.0,0,A,before test
982.3,8.0,0,B,before test
977.7,9.0,0,A,before test
1002.4,10.0,0,A,before test
894.8,10.0,0,B,before test
1135.7,7.0,0,B,before test
1012.2,6.0,0,B,before test
979.8,13.0,1,A,before test
969.6,6.0,0,B,before test
1004.7,8.0,0,B,before test
976.0,14.0,0,B,before test
921.9,8.0,0,B,before test
1032.2,11.0,0,B,before test
966.2,10.0,0,B,before test
1047.3,9.0,0,A,before test
975.2,8.0,0,A,before test
1059.4,9.0,0,B,before test
952.3,8.0,1,A,before test
936.7,10.0,0,B,before test
1064.1,8.0,0,A,before test
1093.1,8.0,0,B,before test
993.4,12.0,1,A,before test
1010.6,9.0,0,B,before test
963.9,8.0,0,B,before test
1072.3,8.0,0,A,before test
1074.6,10.0,0,A,before test
951.5,6.0,0,B,before test
1046.8,10.0,0,A,before test
1004.3,7.0,1,B,before test
991.2,2.0,0,B,before test
1025.2,6.0,0,B,before test
951.5,7.0,0,A,before test
1033.6,13.0,0,B,before test
981.0,9.0,0,A,before test
873.4,5.0,0,A,before test
959.0,11.0,0,A,before test
1035.3,4.0,0,A,before test
989.0,7.0,0,A,before test
949.4,7.0,1,A,before test
1053.2,10.0,0,A,before test
995.2,9.0,0,B,before test
899.4,7.0,0,B,before test
885.2,10.0,1,B,before test
1010.0,7.0,0,A,before test
962.0,16.0,1,B,before test
1067.4,8.0,0,A,before test
1060.9,10.0,1,B,before test
1016.1,13.0,0,A,before test
980.6,15.0,0,B,before test
946.7,10.0,0,B,before test
975.2,9.0,0,B,before test
1066.3,5.0,0,A,before test
956.1,11.0,0,B,before test
993.1,8.0,0,B,before test
1029.0,13.0,0,A,before test
971.4,10.0,0,A,before test
980.6,12.0,0,A,before test
1123.5,10.0,0,A,before test
987.5,12.0,0,A,before test
911.8,8.0,0,A,before test
1073.6,13.0,0,B,before test
1021.4,7.0,0,A,before test
1134.7,9.0,0,A,before test
1031.0,9.0,0,B,before test
977.0,7.0,0,B,before test
1046.0,8.0,0,B,before test
979.1,10.0,0,A,before test
1043.7,8.0,0,A,before test
956.5,8.0,0,A,before test
975.0,8.0,0,A,before test
966.5,12.0,0,B,before test
1028.2,9.0,0,B,before test
1085.4,11.0,0,B,before test
998.6,9.0,0,B,before test
902.6,7.0,0,B,before test
958.5,6.0,0,A,before test
991.9,8.0,1,B,before test
1037.1,9.0,0,A,before test
1039.4,7.0,0,B,before test
1069.0,6.0,0,B,before test
1064.4,6.0,0,B,before test
1042.5,5.0,0,B,before test
979.0,13.0,1,B,before test
998.9,8.0,0,A,before test
1033.2,12.0,0,A,before test
1113.2,17.0,0,B,before test
968.6,9.0,0,B,before test
990.7,10.0,0,A,before test
1055.2,12.0,0,B,before test
1036.1,8.0,0,A,before test
1076.0,9.0,1,A,before test
966.0,13.0,0,B,before test
1023.4,11.0,0,A,before test
949.4,6.0,1,A,before test
959.5,10.0,0,A,before test
1027.2,6.0,0,A,before test
927.1,11.0,0,A,before test
1010.3,8.0,0,B,before test
917.2,8.0,1,B,before test
974.9,2.0,0,B,before test
933.3,3.0,1,B,before test
982.2,7.0,0,A,before test
1046.4,11.0,0,B,before test
927.6,9.0,0,A,before test
985.5,8.0,0,A,before test
1138.9,5.0,0,B,before test
1066.0,12.0,0,B,before test
994.3,11.0,0,B,before test
1031.7,9.0,0,A,before test
953.4,10.0,0,B,before test
985.4,9.0,0,A,before test
1081.6,2.0,0,B,before test
1062.1,5.0,0,B,before test
1033.1,10.0,0,B,before test
1025.7,10.0,0,A,before test
1016.5,11.0,0,A,before test
1002.2,14.0,0,A,before test
983.8,8.0,0,B,before test
1008.4,14.0,0,B,before test
1043.4,7.0,0,B,before test
1007.7,8.0,0,B,before test
890.0,4.0,0,B,before test
993.9,7.0,1,A,before test
1014.6,10.0,0,B,before test
1035.3,15.0,0,B,before test
985.0,13.0,0,B,before test
1102.3,10.0,0,A,before test
999.1,10.0,0,A,before test
991.8,9.0,0,B,before test
995.7,8.0,0,A,before test
1003.3,7.0,0,A,before test
1018.2,11.0,0,A,before test
1019.8,9.0,0,B,before test
996.9,8.0,0,A,before test
979.9,9.0,0,A,before test
1003.9,11.0,0,B,before test
953.6,9.0,0,A,before test
881.5,10.0,1,A,before test
1068.2,12.0,0,B,before test
1029.9,8.0,0,A,before test
1084.0,9.0,0,B,before test
1021.4,9.0,0,A,before test
1001.3,5.0,1,A,before test
997.4,8.0,0,A,before test
955.3,10.0,0,B,before test
1041.3,6.0,0,A,before test
906.1,9.0,0,A,before test
1060.4,12.0,1,A,before test
900.0,5.0,0,A,before test
934.6,8.0,0,A,before test
966.8,10.0,0,A,before test
978.8,12.0,0,B,before test
1012.0,14.0,0,B,before test
1050.3,11.0,0,B,before test
952.5,8.0,0,A,before test
979.8,9.0,0,B,before test
1012.4,3.0,0,B,before test
963.7,12.0,0,B,before test
1019.1,10.0,0,A,before test
1011.5,8.0,0,A,before test
976.7,6.0,0,B,before test
895.1,9.0,0,B,before test
1004.4,12.0,0,B,before test
958.0,12.0,1,B,before test
913.1,11.0,0,A,before test
1010.4,7.0,0,A,before test
1046.5,7.0,0,A,before test
976.2,7.0,0,B,before test
1047.7,10.0,0,B,before test
927.8,7.0,0,A,before test
1014.6,8.0,0,A,before test
1000.4,4.0,0,B,before test
968.6,11.0,0,A,before test
989.8,9.0,0,B,before test
1023.4,11.0,0,B,before test
1020.5,14.0,0,B,before test
939.4,13.0,1,B,before test
1035.6,7.0,0,B,before test
1056.4,10.0,1,B,before test
1033.6,7.0,0,A,before test
969.9,11.0,0,B,before test
1082.6,10.0,0,A,before test
994.5,3.0,0,B,before test
989.1,8.0,1,A,before test
919.0,10.0,0,B,before test
1005.0,13.0,0,B,before test
986.0,14.0,0,B,before test
1001.7,8.0,0,B,before test
1047.7,8.0,0,B,before test
948.1,9.0,0,A,before test
1035.6,13.0,1,B,before test
1112.4,9.0,0,B,before test
944.1,13.0,0,B,before test
1012.9,11.0,0,A,before test
1025.0,11.0,0,B,before test
1125.8,10.0,0,B,before test
994.2,9.0,0,A,before test
993.0,11.0,0,A,before test
1041.7,7.0,0,B,before test
966.6,13.0,0,B,before test
952.6,10.0,0,B,before test
988.1,11.0,0,B,before test
1016.9,7.0,0,A,before test
1035.5,9.0,0,B,before test
1036.7,9.0,0,A,before test
1066.9,8.0,0,A,before test
941.1,15.0,0,B,before test
1050.2,7.0,0,B,before test
966.8,11.0,0,A,before test
894.0,3.0,0,B,before test
991.8,8.0,0,A,before test
985.7,6.0,0,B,before test
1069.6,8.0,0,B,before test
973.6,10.0,0,A,before test
943.3,10.0,0,A,before test
1041.0,6.0,0,A,before test
982.7,9.0,0,A,before test
1010.4,9.0,0,B,before test
975.7,12.0,1,A,before test
976.7,4.0,0,B,before test
1015.8,5.0,0,A,before test
1063.2,7.0,0,B,before test
1084.4,8.0,0,A,before test
935.9,9.0,0,A,before test
999.6,12.0,0,B,before test
1009.2,9.0,1,B,before test
930.3,10.0,0,A,before test
990.8,5.0,0,B,before test
937.6,10.0,0,A,before test
1020.3,11.0,1,A,before test
972.3,7.0,0,B,before test
1024.5,8.0,0,B,before test
983.2,6.0,0,B,before test
1059.6,3.0,0,B,before test
974.6,10.0,0,B,before test
1040.8,7.0,0,B,before test
995.6,8.0,0,A,before test
964.7,5.0,0,A,before test
942.5,9.0,0,B,before test
936.1,7.0,0,B,before test
1007.5,20.0,0,B,before test
1059.5,12.0,0,A,before test
958.0,8.0,0,B,before test
1025.1,11.0,1,B,before test
1006.0,7.0,0,B,before test
1011.6,10.0,0,B,before test
1003.4,15.0,0,B,before test
1047.4,4.0,0,B,before test
1039.8,7.0,0,A,before test
914.6,5.0,0,A,before test
972.2,11.0,0,A,before test
882.3,9.0,0,A,before test
1103.4,12.0,0,B,before test
960.2,9.0,0,A,before test
1037.3,5.0,1,A,before test
1066.3,9.0,0,B,before test
942.3,10.0,1,A,before test
965.5,9.0,0,B,before test
1100.4,8.0,1,B,before test
1059.4,9.0,0,A,before test
1052.2,11.0,0,B,before test
1084.4,8.0,0,A,before test
947.6,12.0,0,A,before test
969.2,9.0,0,A,before test
1028.5,11.0,0,A,before test
1051.1,11.0,0,B,before test
997.3,11.0,0,A,before test
1054.1,11.0,1,A,before test
1037.4,7.0,0,B,before test
1081.3,7.0,1,A,before test
966.2,10.0,0,A,before test
1072.3,11.0,1,B,before test
1052.0,14.0,0,A,before test
1037.2,6.0,0,B,before test
903.4,6.0,0,B,before test
1041.8,9.0,0,B,before test
1034.2,6.0,0,A,before test
976.0,6.0,0,A,before test
978.5,11.0,0,B,before test
997.2,7.0,1,A,before test
1054.0,9.0,0,B,before test
980.8,7.0,0,A,before test
953.1,8.0,0,B,before test
982.1,9.0,0,A,before test
979.8,10.0,0,A,before test
1018.3,7.0,1,A,before test
931.4,8.0,0,A,before test
995.2,7.0,1,B,before test
1030.4,3.0,0,B,before test
973.3,8.0,0,A,before test
1071.9,8.0,0,A,before test
1029.9,9.0,0,A,before test
931.0,10.0,0,A,before test
1052.8,11.0,1,A,before test
1040.2,10.0,0,B,before test
987.2,9.0,0,A,before test
977.7,9.0,0,A,before test
1037.2,5.0,0,B,before test
971.7,8.0,0,B,before test
979.1,12.0,0,B,before test
926.3,8.0,1,B,before test
1042.7,9.0,0,B,before test
927.1,13.0,0,A,before test
991.4,10.0,0,B,before test
1068.9,14.0,0,B,before test
1003.7,8.0,0,B,before test
964.8,7.0,0,A,before test
1029.7,6.0,0,B,before test
985.7,5.0,0,A,before test
927.7,9.0,1,A,before test
1001.9,3.0,0,B,before test
1024.6,7.0,0,A,before test
1051.5,10.0,1,B,before test
1030.9,8.0,0,B,before test
1036.3,8.0,0,A,before test
1026.5,10.0,0,B,before test
991.7,11.0,0,A,before test
947.5,12.0,0,B,before test
1055.3,11.0,0,A,before test
997.2,9.0,0,B,before test
970.5,9.0,0,A,before test
1104.4,8.0,0,A,before test
974.1,12.0,0,B,before test
1037.0,6.0,0,B,before test
987.7,7.0,0,B,before test
1017.1,10.0,0,B,before test
1001.1,11.0,0,A,before test
1048.8,8.0,0,B,before test
981.4,6.0,0,B,before test
1056.4,8.0,0,A,before test
1039.7,11.0,0,B,before test
958.1,11.0,0,B,before test
1045.3,6.0,0,B,before test
1020.0,8.0,0,A,before test
992.0,9.0,0,A,before test
987.4,6.0,0,A,before test
993.3,14.0,0,B,before test
1086.0,10.0,0,A,before test
1009.2,7.0,1,B,before test
1064.8,11.0,0,B,before test
980.5,9.0,0,B,before test
976.1,12.0,0,B,before test
1011.9,9.0,0,B,before test
963.4,10.0,0,A,before test
1001.0,8.0,0,A,before test
1048.4,9.0,0,B,before test
1031.7,7.0,0,B,before test
993.4,10.0,0,A,before test
1038.2,12.0,0,A,before test
945.8,12.0,0,A,before test
1004.8,11.0,0,A,before test
906.1,7.0,1,B,before test
1034.6,7.0,0,A,before test
1020.0,8.0,0,B,before test
1029.7,11.0,0,A,before test
996.5,5.0,0,B,before test
1065.5,11.0,0,A,before test
1001.7,13.0,0,A,before test
992.2,9.0,0,A,before test
1120.8,13.0,0,B,before test
985.4,8.0,0,A,before test
1029.0,7.0,1,B,before test
1154.2,10.0,0,B,before test
979.7,7.0,0,B,before test
1058.1,10.0,0,A,before test
849.7,9.0,0,B,before test
975.8,12.0,0,B,before test
950.3,11.0,0,B,before test
954.3,12.0,0,B,before test
1057.7,4.0,0,B,before test
979.4,9.0,0,A,before test
1055.4,9.0,0,A,before test
1027.0,9.0,0,B,before test
1072.0,6.0,0,B,before test
1029.2,10.0,1,B,before test
1045.8,7.0,0,B,before test
1018.8,6.0,0,B,before test
940.0,11.0,0,A,before test
996.8,8.0,0,A,before test
1077.2,10.0,0,A,before test
918.1,5.0,1,B,before test
1011.6,8.0,1,A,before test
1014.1,6.0,1,A,before test
954.0,6.0,0,A,before test
958.2,9.0,0,A,before test
1155.9,12.0,0,A,before test
987.4,9.0,0,A,before test
1075.6,10.0,0,B,before test
971.9,7.0,0,A,before test
944.1,10.0,0,A,before test
940.2,8.0,0,A,before test
1051.1,12.0,0,B,before test
999.9,12.0,0,A,before test
1047.2,9.0,0,B,before test
1038.8,9.0,0,B,before test
1132.2,9.0,0,B,before test
987.2,12.0,0,B,before test
950.0,7.0,0,A,before test
1093.9,9.0,0,B,before test
987.8,6.0,0,B,before test
1016.0,11.0,0,A,before test
1007.9,6.0,0,A,before test
961.1,10.0,0,B,before test
931.8,8.0,0,A,before test
932.8,9.0,0,B,before test
963.2,9.0,0,A,before test
996.2,9.0,0,A,before test
1033.1,11.0,0,B,before test
1035.9,12.0,0,A,before test
1034.9,8.0,0,A,before test
970.6,7.0,1,B,before test
986.6,10.0,0,B,before test
970.8,8.0,0,A,before test
939.7,10.0,0,A,before test
995.4,9.0,1,A,before test
974.7,11.0,0,B,before test
975.5,10.0,1,A,before test
976.2,9.0,0,A,before test
1029.4,8.0,0,B,before test
1086.1,9.0,0,A,before test
970.0,10.0,0,A,before test
1011.1,11.0,1,A,before test
1025.6,6.0,1,A,before test
980.6,7.0,1,B,before test
1030.5,10.0,0,A,before test
1013.6,9.0,0,A,before test
939.8,5.0,1,A,before test
987.3,5.0,0,B,before test
1070.5,9.0,1,B,before test
951.9,12.0,0,A,before test
1080.7,7.0,0,A,before test
979.2,6.0,1,B,before test
1011.7,8.0,0,B,before test
980.2,10.0,0,A,before test
986.2,10.0,0,A,before test
1032.8,10.0,0,B,before test
930.3,6.0,0,B,before test
1075.8,10.0,0,A,before test
949.8,7.0,0,B,before test
1026.7,7.0,0,B,before test
1043.8,11.0,1,B,before test
1087.7,16.0,0,B,before test
954.1,10.0,0,A,before test
988.5,10.0,0,A,before test
998.2,10.0,0,A,before test
944.7,9.0,0,B,before test
1053.2,7.0,0,A,before test
1029.6,8.0,0,B,before test
998.2,9.0,0,B,before test
1032.5,6.0,0,B,before test
1027.7,10.0,1,A,before test
992.0,9.0,1,A,before test
894.6,10.0,0,A,before test
1070.6,9.0,0,A,before test
925.9,6.0,0,A,before test
1037.5,5.0,0,B,before test
967.4,9.0,0,A,before test
920.3,11.0,0,A,before test
1106.1,11.0,0,A,before test
1031.0,6.0,0,A,before test
997.8,7.0,0,B,before test
960.6,7.0,0,B,before test
1018.8,9.0,0,A,before test
954.3,16.0,0,B,before test
1021.8,8.0,1,B,before test
996.9,11.0,0,B,before test
1027.7,10.0,0,A,before test
948.4,9.0,0,A,before test
1047.4,7.0,0,A,before test
976.0,12.0,0,A,before test
978.6,8.0,0,A,before test
1043.4,8.0,0,A,before test
1070.9,7.0,0,B,before test
1084.3,7.0,0,A,before test
1018.6,9.0,0,A,before test
995.5,11.0,0,B,before test
1048.8,13.0,0,A,before test
1078.3,11.0,1,B,before test
1037.3,4.0,0,B,before test
952.2,8.0,0,B,before test
1023.9,10.0,0,A,before test
943.7,8.0,0,B,before test
1075.4,8.0,0,B,before test
1014.4,7.0,0,B,before test
973.2,12.0,0,A,before test
1080.1,12.0,0,A,before test
1046.3,7.0,0,B,before test
887.4,12.0,1,A,before test
989.6,9.0,0,A,before test
1001.3,10.0,0,B,before test
980.3,7.0,0,B,before test
992.1,8.0,0,B,before test
929.3,10.0,0,B,before test
945.2,10.0,1,B,before test
1078.0,7.0,0,B,before test
993.4,12.0,0,B,before test
1029.0,8.0,0,B,before test
1080.5,11.0,0,A,before test
993.9,7.0,0,B,before test
986.6,7.0,0,A,before test
924.3,9.0,0,B,before test
919.3,9.0,0,A,before test
941.1,6.0,0,A,before test
979.7,9.0,0,B,before test
1002.6,5.0,0,A,before test
1026.3,9.0,0,A,before test
925.4,9.0,0,A,before test
1092.8,12.0,0,A,before test
1081.6,10.0,1,B,before test
981.4,5.0,0,B,before test
1007.3,13.0,0,B,before test
1024.3,5.0,0,B,before test
987.2,8.0,0,B,before test
1088.0,8.0,0,B,before test
968.2,10.0,0,B,before test
992.3,8.0,0,A,before test
897.2,6.0,0,B,before test
974.7,9.0,0,B,before test
1014.6,8.0,0,B,before test
1057.3,12.0,0,A,before test
978.6,12.0,0,B,before test
961.8,8.0,0,A,before test
1037.7,12.0,0,B,before test
983.8,7.0,0,B,before test
1050.4,10.0,1,A,before test
978.9,3.0,0,B,before test
964.8,7.0,0,B,before test
1000.2,10.0,0,A,before test
975.6,8.0,0,B,before test
974.3,8.0,0,B,before test
912.2,9.0,0,B,before test
1000.3,12.0,0,B,before test
957.5,10.0,0,B,before test
996.9,7.0,0,B,before test
994.0,8.0,0,A,before test
1041.8,12.0,0,B,before test
1025.3,6.0,0,B,before test
973.0,9.0,0,A,before test
1032.2,17.0,0,B,before test
1004.4,9.0,0,B,before test
1088.9,9.0,0,A,before test
951.8,8.0,0,A,before test
1014.9,8.0,0,A,before test
1030.2,9.0,0,B,before test
969.6,9.0,0,A,before test
1009.9,9.0,0,A,before test
1050.4,16.0,1,B,before test
986.3,10.0,0,A,before test
937.1,12.0,0,B,before test
985.2,10.0,0,B,before test
1076.3,9.0,0,A,before test
1014.7,12.0,0,B,before test
936.7,10.0,0,A,before test
1010.6,11.0,0,A,before test
973.8,12.0,0,B,before test
1013.1,10.0,0,B,before test
946.5,13.0,0,B,before test
924.7,5.0,0,B,before test
1041.4,9.0,0,B,before test
1070.9,6.0,0,A,before test
930.2,9.0,0,A,before test
980.9,6.0,0,A,before test
928.7,10.0,0,B,before test
991.9,6.0,0,B,before test
1073.8,14.0,0,B,before test
1001.3,10.0,1,A,before test
965.5,10.0,0,B,before test
965.7,7.0,0,A,before test
1022.6,5.0,0,B,before test
1041.2,8.0,0,B,before test
1082.9,12.0,0,A,before test
943.2,11.0,0,A,before test
961.1,4.0,0,A,before test
955.5,8.0,0,A,before test
943.5,11.0,0,A,before test
952.6,12.0,0,A,before test
1057.0,10.0,0,A,before test
1074.0,9.0,0,A,before test
978.0,10.0,0,A,before test
978.0,5.0,0,B,before test
1025.8,9.0,0,A,before test
1016.2,3.0,0,B,before test
943.3,8.0,0,A,before test
965.8,11.0,0,B,before test
1057.4,8.0,0,A,before test
1020.1,8.0,0,A,before test
1012.0,10.0,0,A,before test
1002.8,12.0,0,A,before test
980.7,7.0,0,A,before test
895.0,9.0,0,A,before test
956.1,10.0,0,A,before test
1073.7,13.0,0,A,before test
1024.5,16.0,0,B,before test
1033.9,9.0,0,B,before test
1011.6,8.0,0,A,before test
1038.2,18.0,0,B,before test
1049.6,9.0,0,B,before test
979.4,8.0,1,B,before test
967.5,7.0,0,B,before test
1042.0,10.0,0,A,before test
957.3,8.0,0,A,before test
915.1,6.0,0,B,before test
966.3,10.0,0,A,before test
963.8,11.0,0,B,before test
1008.1,10.0,0,A,before test
904.0,13.0,0,B,before test
949.9,7.0,0,B,before test
1001.0,8.0,0,B,before test
1081.8,10.0,0,B,before test
1065.3,16.0,0,B,before test
1120.5,8.0,0,B,before test
984.6,9.0,0,A,before test
992.5,10.0,0,A,before test
1052.8,11.0,0,B,before test
990.8,7.0,0,A,before test
992.1,8.0,0,A,before test
1043.5,15.0,0,B,before test
997.3,6.0,0,B,before test
1127.4,9.0,0,A,before test
1075.2,9.0,0,B,before test
1026.6,5.0,0,B,before test
1030.5,6.0,0,B,before test
995.2,5.0,0,A,before test
1017.2,10.0,0,A,before test
1011.2,12.0,0,B,before test
987.3,9.0,1,A,before test
1010.2,10.0,0,A,before test
993.8,6.0,0,B,before test
1067.3,4.0,0,B,before test
1042.8,8.0,0,A,before test
910.8,7.0,0,B,before test
966.4,10.0,0,A,before test
1120.1,8.0,0,B,before test
1119.6,6.0,0,A,before test
983.3,13.0,0,B,before test
1028.0,14.0,0,B,before test
1006.6,11.0,0,A,before test
1004.5,7.0,0,A,before test
1003.0,6.0,1,A,before test
978.9,11.0,0,A,before test
955.4,11.0,0,B,before test
1019.9,8.0,0,B,before test
968.6,10.0,0,A,before test
952.9,15.0,0,B,before test
892.6,10.0,0,B,before test
952.6,9.0,0,B,before test
1040.6,9.0,0,B,before test
961.1,10.0,0,A,before test
972.8,8.0,0,A,before test
1076.7,8.0,0,A,before test
918.2,8.0,0,B,before test
1043.4,10.0,1,B,before test
989.2,11.0,0,A,before test
914.1,12.0,0,B,before test
998.8,12.0,0,B,before test
924.9,7.0,0,B,before test
972.0,14.0,0,B,before test
1067.6,7.0,0,B,before test
954.8,8.0,0,B,before test
1027.1,5.0,0,B,before test
1022.7,11.0,1,B,before test
960.5,6.0,0,A,before test
905.9,8.0,0,A,before test
1081.5,8.0,0,A,before test
971.3,9.0,0,A,before test
979.9,8.0,1,B,before test
1081.6,7.0,1,A,before test
957.4,8.0,0,A,before test
1060.9,13.0,0,A,before test
1018.1,6.0,0,A,before test
972.8,11.0,0,A,before test
1003.0,10.0,0,A,before test
929.5,9.0,0,B,before test
1022.7,5.0,0,B,before test
903.9,8.0,0,A,before test
990.3,6.0,1,B,before test
944.4,13.0,0,B,before test
1051.7,6.0,0,B,before test
993.7,15.0,0,A,before test
1087.8,11.0,0,A,before test
1031.3,8.0,0,B,before test
1038.8,15.0,0,B,before test
1000.9,8.0,0,B,before test
1020.9,11.0,0,B,before test
1010.4,12.0,0,B,before test
987.6,13.0,0,A,before test
959.2,13.0,1,B,before test
1082.3,6.0,0,A,before test
1006.8,8.0,0,A,before test
996.8,8.0,0,A,before test
972.5,7.0,0,B,before test
1037.5,8.0,0,A,before test
968.2,9.0,0,B,before test
1095.8,17.0,1,B,before test
1046.2,11.0,0,B,before test
984.4,7.0,0,B,before test
1008.7,5.0,1,B,before test
1144.5,8.0,0,B,before test
1067.9,9.0,0,A,before test
1173.7,3.0,0,B,before test
948.5,5.0,0,A,before test
987.3,8.0,0,A,before test
1018.5,13.0,0,B,before test
1022.2,8.0,0,B,before test
1029.1,4.0,0,B,before test
1080.9,10.0,0,A,before test
951.1,9.0,0,A,before test
945.8,13.0,0,B,before test
895.2,8.0,0,A,before test
1013.3,10.0,0,A,before test
1063.0,11.0,0,B,before test
914.4,5.0,0,B,before test
1092.2,9.0,0,A,before test
1010.8,8.0,0,B,before test
1002.6,12.0,0,B,before test
981.4,7.0,0,A,before test
966.8,9.0,1,A,before test
977.6,13.0,0,B,before test
1087.9,16.0,0,B,before test
993.7,9.0,0,B,before test
1058.6,12.0,0,A,before test
1035.5,12.0,1,A,before test
1014.9,7.0,1,B,before test
935.9,12.0,0,A,before test
966.8,13.0,0,B,before test
1038.2,7.0,0,B,before test
1032.5,12.0,0,A,before test
1001.3,12.0,0,A,before test
971.0,10.0,0,A,before test
963.6,11.0,0,B,before test
1045.7,6.0,0,B,before test
1003.6,11.0,0,A,before test
1003.4,9.0,0,A,before test
1017.6,7.0,0,A,before test
974.9,8.0,0,B,before test
1020.0,8.0,0,B,before test
1010.0,8.0,0,A,before test
976.1,14.0,0,A,before test
954.4,8.0,0,B,before test
1004.0,9.0,0,B,before test
1059.7,9.0,0,A,before test
979.1,7.0,1,B,before test
1009.6,8.0,0,A,before test
984.7,8.0,0,B,before test
1016.0,8.0,0,A,before test
972.9,10.0,0,A,before test
1029.6,9.0,0,B,before test
1093.0,8.0,0,B,before test
957.6,14.0,1,B,before test
917.4,9.0,1,A,before test
1021.1,10.0,0,A,before test
1083.8,12.0,0,A,before test
988.3,9.0,0,A,before test
968.9,9.0,0,A,before test
900.1,6.0,0,A,before test
959.0,11.0,0,A,before test
1071.1,7.0,1,A,before test
999.3,7.0,1,B,before test
1010.5,8.0,0,A,before test
995.7,10.0,0,A,before test
898.7,10.0,0,A,before test
981.1,10.0,0,B,before test
974.3,11.0,1,A,before test
1053.9,9.0,0,B,before test
977.9,9.0,1,A,before test
929.7,9.0,0,A,before test
989.6,10.0,0,B,before test
1048.0,6.0,0,B,before test
1058.0,1.0,1,B,before test
1065.9,6.0,0,B,before test
1020.9,9.0,1,A,before test
1065.0,12.0,0,B,before test
1053.3,11.0,1,B,before test
958.2,8.0,0,A,before test
1029.1,9.0,0,A,before test
1030.3,6.0,0,B,before test
991.4,10.0,0,A,before test
998.8,11.0,0,B,before test
891.4,7.0,0,B,before test
980.1,12.0,0,A,before test
1042.3,8.0,0,B,before test
974.8,10.0,0,A,before test
967.4,12.0,0,A,before test
1044.2,8.0,0,A,before test
998.7,10.0,0,B,before test
1070.1,11.0,0,B,before test
1027.4,8.0,0,A,before test
977.2,9.0,0,A,before test
966.5,11.0,0,B,before test
1004.9,7.0,0,A,before test
896.7,11.0,0,A,before test
1124.1,6.0,0,A,before test
1061.4,5.0,0,B,before test
1054.5,10.0,0,B,before test
1046.5,9.0,0,A,before test
1106.1,9.0,0,B,before test
938.0,5.0,0,B,before test
984.3,13.0,0,A,before test
998.3,9.0,0,B,before test
973.4,5.0,0,B,before test
1002.1,12.0,1,B,before test
1041.9,9.0,0,A,before test
988.5,7.0,0,A,before test
1146.7,17.0,0,B,before test
970.3,8.0,0,B,before test
1004.0,10.0,1,A,before test
936.6,8.0,0,B,before test
1041.7,8.0,0,A,before test
998.9,10.0,0,B,before test
975.5,7.0,1,A,before test
1126.7,7.0,0,B,before test
1057.9,5.0,0,B,before test
1051.2,6.0,0,A,before test
1015.0,10.0,1,A,before test
1018.2,11.0,0,B,before test
960.2,10.0,0,A,before test
995.1,10.0,0,B,before test
1052.2,8.0,0,A,before test
1000.0,10.0,1,B,before test
1078.3,8.0,1,A,before test
995.6,11.0,0,B,before test
1001.5,11.0,0,A,before test
1069.7,13.0,0,B,before test
968.4,9.0,0,A,before test
1042.3,8.0,0,B,before test
1100.9,0.0,0,B,before test
1015.7,12.0,0,A,before test
1027.3,9.0,0,A,before test
1026.4,9.0,0,B,before test
1007.0,7.0,1,B,before test
939.0,10.0,1,B,before test
929.1,8.0,0,A,before test
1029.3,9.0,0,A,before test
972.5,10.0,0,A,before test
956.8,11.0,0,B,before test
