party_rk,purchase_sum,russian_region_nm,russian_region_cd,timediff_to_msk_hour_cnt,russian_federal_district_cd
251121931,1069588.12,Новосибирская область,054,4,007
340915236,21140.0,Тюменская область,072,2,006
366522072,16461.0,Новосибирская область,054,4,007
139411124,98840.49,Тюменская область,072,2,006
343197255,4835.07,Новосибирская область,054,4,007
350992138,24611.0,Тюменская область,072,2,006
221706871,2983.0,Тюменская область,072,2,006
305616350,207700.92,Ленинградская область,047,0,002
301021119,10554.42,Ленинградская область,047,0,002
118783262,110620.2,Тюменская область,072,2,006
273634270,139250.92,Тюменская область,072,2,006
161342279,22192.39,Ленинградская область,047,0,002
282126368,103612.04,Новосибирская область,054,4,007
206279076,3213.62,Новосибирская область,054,4,007
250719973,539440.79006,Новосибирская область,054,4,007
362357719,8865.54198,Тюменская область,072,2,006
141182321,718720.75,Ленинградская область,047,0,002
312867345,35222.12,Ленинградская область,047,0,002
287275678,28290.3,Новосибирская область,054,4,007
310282751,27355.0,Тюменская область,072,2,006
232564542,419632.98,Тюменская область,072,2,006
284786363,1902.17,Тюменская область,072,2,006
331781547,284216.63,Ленинградская область,047,0,002
343763277,8.0,Ленинградская область,047,0,002
143745186,1365211.27,Новосибирская область,054,4,007
365913793,81781.25,Новосибирская область,054,4,007
246176833,67769.4,Тюменская область,072,2,006
207025004,219553.97,Тюменская область,072,2,006
304343700,11142.55,Тюменская область,072,2,006
143462267,29540.44,Тюменская область,072,2,006
278093809,64286.0,Новосибирская область,054,4,007
295318566,119278.0,Ленинградская область,047,0,002
341302958,4783.07,Ленинградская область,047,0,002
57892403,34267.53,Ленинградская область,047,0,002
231477603,35917.26,Ленинградская область,047,0,002
361452872,35321.19,Новосибирская область,054,4,007
289416663,182767.76,Новосибирская область,054,4,007
246936957,572147.93,Ленинградская область,047,0,002
218305033,42764.93,Ленинградская область,047,0,002
308559194,39924.37,Новосибирская область,054,4,007
314557606,34972.76,Новосибирская область,054,4,007
308871180,28500.0,Новосибирская область,054,4,007
302275898,131426.41,Новосибирская область,054,4,007
214933568,251.62,Новосибирская область,054,4,007
246103094,929.8,Ленинградская область,047,0,002
313989872,27600.0,Новосибирская область,054,4,007
288204278,89770.71,Тюменская область,072,2,006
4559289,17642.77,Тюменская область,072,2,006
344628879,9013.72,Ленинградская область,047,0,002
345959682,12664.12,Ленинградская область,047,0,002
261111392,44065.03,Тюменская область,072,2,006
262627112,34888.62,Тюменская область,072,2,006
131007143,203613.81,Новосибирская область,054,4,007
316601090,179846.39,Тюменская область,072,2,006
256371359,8698.7,Новосибирская область,054,4,007
290147953,196867.93562,Тюменская область,072,2,006
126285159,209799.99,Новосибирская область,054,4,007
216528729,506883.71,Новосибирская область,054,4,007
279198985,12599.41,Ленинградская область,047,0,002
217919748,1339.28,Новосибирская область,054,4,007
336263328,19921.0,Ленинградская область,047,0,002
314320494,71388.22,Ленинградская область,047,0,002
95898467,157147.08,Ленинградская область,047,0,002
268929796,65219.4,Новосибирская область,054,4,007
1810786,249423.07,Тюменская область,072,2,006
148811286,3402.0,Новосибирская область,054,4,007
219272898,98779.53,Новосибирская область,054,4,007
249747626,130193.91,Новосибирская область,054,4,007
264419646,406574.07,Новосибирская область,054,4,007
235478498,15783.37,Новосибирская область,054,4,007
161307497,13842.75,Новосибирская область,054,4,007
165349474,5733.25,Тюменская область,072,2,006
344134399,13412.55,Новосибирская область,054,4,007
153935342,3480.78,Новосибирская область,054,4,007
262618435,331858.33,Новосибирская область,054,4,007
221973248,9726.95,Тюменская область,072,2,006
354086498,9534.82,Тюменская область,072,2,006
267872291,92899.2,Тюменская область,072,2,006
167922022,172963.24,Ленинградская область,047,0,002
136569241,84657.6,Новосибирская область,054,4,007
230074731,100247.34,Ленинградская область,047,0,002
265073469,108446.38,Тюменская область,072,2,006
215486991,28024.03,Новосибирская область,054,4,007
67659323,147855.55,Новосибирская область,054,4,007
105833525,10639.45,Ленинградская область,047,0,002
149918894,74070.77,Новосибирская область,054,4,007
133635633,107824.17,Тюменская область,072,2,006
3038636,47050.85,Новосибирская область,054,4,007
333402199,15457.0,Новосибирская область,054,4,007
328007684,62470.15,Ленинградская область,047,0,002
137358210,873957.32774,Новосибирская область,054,4,007
312545740,3535.01,Новосибирская область,054,4,007
249858636,1172743.5338,Новосибирская область,054,4,007
218675014,703719.42,Новосибирская область,054,4,007
330123197,15031.06,Ленинградская область,047,0,002
255020696,68172.38,Тюменская область,072,2,006
293641656,59670.23,Ленинградская область,047,0,002
230523847,36937.25,Новосибирская область,054,4,007
206318079,321011.59,Тюменская область,072,2,006
320017136,58143.03,Тюменская область,072,2,006
250112544,454497.8,Тюменская область,072,2,006
4191913,194.0,Ленинградская область,047,0,002
346265889,21572.16,Новосибирская область,054,4,007
159037381,215996.09,Ленинградская область,047,0,002
76481977,151203.3,Новосибирская область,054,4,007
300663865,427707.88,Новосибирская область,054,4,007
287984609,80027.48,Тюменская область,072,2,006
160962547,434635.84,Новосибирская область,054,4,007
1528719,19316.03,Ленинградская область,047,0,002
127116724,57111.45,Новосибирская область,054,4,007
340837312,61652.0,Ленинградская область,047,0,002
142207941,504146.44,Ленинградская область,047,0,002
146765901,967.0,Ленинградская область,047,0,002
292805113,156587.29,Тюменская область,072,2,006
340837845,100316.83,Новосибирская область,054,4,007
145098306,55741.71,Новосибирская область,054,4,007
323795617,109702.0,Ленинградская область,047,0,002
160371384,93913.6,Тюменская область,072,2,006
116495734,7049.2,Ленинградская область,047,0,002
272766030,476484.44,Курская область,046,0,001
255444295,642213.57,Омская область,055,3,007
309391952,8539.0,Курская область,046,0,001
368327277,22186.74,Омская область,055,3,007
156784976,483335.43,Курская область,046,0,001
128824384,239307.24,Ульяновская область,073,1,005
261240923,4900.27,Курская область,046,0,001
164809008,95735.78,Омская область,055,3,007
128242209,21222.36,Омская область,055,3,007
266370255,995002.23,Омская область,055,3,007
291723231,323825.91,Омская область,055,3,007
343209003,8845.0,Омская область,055,3,007
298466952,12007.0,Омская область,055,3,007
348508441,29959.57,Курская область,046,0,001
4686677,84487.64,Ульяновская область,073,1,005
348123766,37998.0,Ульяновская область,073,1,005
207020731,26258.34,Курская область,046,0,001
243443032,28687.01,Омская область,055,3,007
209633244,65897.58,Ульяновская область,073,1,005
247229693,12364.0,Омская область,055,3,007
258408971,251041.05,Ульяновская область,073,1,005
340348484,27599.08,Омская область,055,3,007
294795115,193107.55,Омская область,055,3,007
315711747,89112.52,Курская область,046,0,001
209727587,216579.26,Омская область,055,3,007
289456885,16999.0,Омская область,055,3,007
158402877,76799.96,Ульяновская область,073,1,005
265735749,10377.99,Омская область,055,3,007
223671431,181038.95,Ульяновская область,073,1,005
106324168,44146.74,Омская область,055,3,007
157223745,787.31,Курская область,046,0,001
286990994,103287.17,Курская область,046,0,001
107431872,48138.12,Курская область,046,0,001
304558942,17691.1,Ульяновская область,073,1,005
335070138,13268.32,Ульяновская область,073,1,005
253912289,1410755.64,Ульяновская область,073,1,005
256368696,316688.55,Ульяновская область,073,1,005
131990481,10921.44,Курская область,046,0,001
128915191,161688.75,Омская область,055,3,007
334066125,14011.6,Омская область,055,3,007
310543406,14254.69,Омская область,055,3,007
371000292,5594.55,Ульяновская область,073,1,005
287686848,413490.66,Омская область,055,3,007
269455847,87499.0,Ульяновская область,073,1,005
145602686,39716.0,Курская область,046,0,001
373473917,18990.0,Омская область,055,3,007
269088258,17999.68,Курская область,046,0,001
317047687,21209.08,Омская область,055,3,007
283747730,9948.26,Омская область,055,3,007
245786760,19649.09,Курская область,046,0,001
169117256,12304.23,Омская область,055,3,007
112261286,175628.64,Омская область,055,3,007
258954143,811312.55,Ульяновская область,073,1,005
136090513,15279.02,Ульяновская область,073,1,005
333152083,4295.3,Курская область,046,0,001
265960811,125308.86,Курская область,046,0,001
324048620,12000.0,Омская область,055,3,007
223958924,15521.54,Курская область,046,0,001
287686086,144589.49,Омская область,055,3,007
267720622,5283.24,Омская область,055,3,007
207942610,4414.88,Курская область,046,0,001
133599145,5591.93,Ульяновская область,073,1,005
270696838,140615.19,Ульяновская область,073,1,005
254070607,12571.36,Омская область,055,3,007
133676117,32784.74,Омская область,055,3,007
354747031,12355.77,Ульяновская область,073,1,005
294832720,35568.96,Омская область,055,3,007
288221442,59247.77,Ульяновская область,073,1,005
221058479,3533.07,Омская область,055,3,007
344092617,70871.0,Омская область,055,3,007
211223830,102199.32,Ульяновская область,073,1,005
311135576,18260.75,Омская область,055,3,007
211568773,6772.88,Омская область,055,3,007
328611854,17097.0,Курская область,046,0,001
289649271,397460.94,Омская область,055,3,007
317205860,277446.93,Ульяновская область,073,1,005
331788486,2930.82,Ульяновская область,073,1,005
3962068,195233.7,Омская область,055,3,007
59007173,1109946.40484,Ульяновская область,073,1,005
338670819,293105.22,Омская область,055,3,007
264451162,718159.38013,Ульяновская область,073,1,005
316152337,14256.0,Ульяновская область,073,1,005
134961768,41876.82,Курская область,046,0,001
36922432,239351.88553,Ульяновская область,073,1,005
316933673,49268.38,Ульяновская область,073,1,005
169236376,69487.8,Омская область,055,3,007
146404985,310882.97,Ульяновская область,073,1,005
289994636,30423.28,Омская область,055,3,007
371872535,21160.44,Омская область,055,3,007
310310648,188.98,Курская область,046,0,001
291475455,22928.0,Омская область,055,3,007
159091981,165167.48,Омская область,055,3,007
137583781,2380.28,Омская область,055,3,007
168174575,22520.42,Ульяновская область,073,1,005
271974743,42707.33,Ульяновская область,073,1,005
334779073,15717.0,Ульяновская область,073,1,005
4282318,15200.0,Ульяновская область,073,1,005
148878320,20974.07,Омская область,055,3,007
265816348,6796.49,Омская область,055,3,007
261312606,43519.04,Омская область,055,3,007
19186458,5495.8,Омская область,055,3,007
289020856,10284.13,Курская область,046,0,001
221837760,43646.0,Ульяновская область,073,1,005
129910441,45094.0,Омская область,055,3,007
324976823,6420.04,Омская область,055,3,007
214820173,10752.8,Омская область,055,3,007
111994830,2817.97,Курская область,046,0,001
368956708,22167.0,Омская область,055,3,007
346247688,44946.0,Ульяновская область,073,1,005
164845464,206104.61,Ульяновская область,073,1,005
260592310,72685.0,Курская область,046,0,001
356959958,22756.0,Ульяновская область,073,1,005
268367263,19271.46,Омская область,055,3,007
269550013,440846.55,Омская область,055,3,007
231328881,34748.44,Ульяновская область,073,1,005
92876046,49783.44,Омская область,055,3,007
117329495,307000.0,Омская область,055,3,007
4618748,6701.27,Омская область,055,3,007
314980726,53244.44,Ульяновская область,073,1,005
236394333,107604.01,Ульяновская область,073,1,005
371427850,19949.0,Ульяновская область,073,1,005
342560053,9999.0,Омская область,055,3,007
260183003,184441.65,Омская область,055,3,007
277079780,323934.15,Ульяновская область,073,1,005
271062012,18715.91,Омская область,055,3,007
164097346,291951.37,Курская область,046,0,001
326507582,28466.85,Омская область,055,3,007
271895602,3993.11,Омская область,055,3,007
283370292,27591.0,Омская область,055,3,007
310208757,52290.0,Омская область,055,3,007
350727676,24350.0,Оренбургская область,056,2,005
297825391,8881.0,Курганская область,045,2,006
278099079,126596.48,Оренбургская область,056,2,005
207016739,3006.94,Оренбургская область,056,2,005
126877817,10947.48,Оренбургская область,056,2,005
326571604,3500.0,Оренбургская область,056,2,005
246698309,773.0,Оренбургская область,056,2,005
214750509,45019.08,Оренбургская область,056,2,005
136486323,62214.19,Оренбургская область,056,2,005
307326703,4500.0,Томская область,070,4,007
268028874,73418.42,Томская область,070,4,007
364829930,14094.0,Томская область,070,4,007
214613587,165694.21,Томская область,070,4,007
251815116,29739.12,Томская область,070,4,007
366315938,13531.63,Томская область,070,4,007
274242390,346343.13,Оренбургская область,056,2,005
344965463,62763.74,Томская область,070,4,007
206684586,63766.33,Томская область,070,4,007
144547973,22951.47,Томская область,070,4,007
326988828,2011.0,Оренбургская область,056,2,005
154049956,9334.32,Томская область,070,4,007
151836291,91484.49,Томская область,070,4,007
213099440,181995.52,Оренбургская область,056,2,005
163397529,49966.55,Томская область,070,4,007
304331730,19834.9,Оренбургская область,056,2,005
247829938,279393.91,Томская область,070,4,007
157273660,33508.26,Томская область,070,4,007
278620104,6410.19,Оренбургская область,056,2,005
337642455,16606.0,Оренбургская область,056,2,005
293635534,13960.35,Оренбургская область,056,2,005
284241771,379010.63,Оренбургская область,056,2,005
332058122,64765.24,Томская область,070,4,007
320236170,372087.36,Томская область,070,4,007
326531264,23929.0,Оренбургская область,056,2,005
320838853,53325.0,Томская область,070,4,007
2488793,304098.2,Оренбургская область,056,2,005
231649314,53289.18,Оренбургская область,056,2,005
278844208,103166.62,Оренбургская область,056,2,005
273173322,868475.4,Томская область,070,4,007
366951418,19567.12,Оренбургская область,056,2,005
305020585,22612.94,Оренбургская область,056,2,005
362974322,5456.0,Курганская область,045,2,006
269714271,3536.5,Томская область,070,4,007
363632399,122.0,Курганская область,045,2,006
133681504,19204.0,Оренбургская область,056,2,005
306956702,8000.0,Томская область,070,4,007
132935644,9433.14,Оренбургская область,056,2,005
110452787,58427.63,Оренбургская область,056,2,005
315264961,14938.88,Курганская область,045,2,006
357239430,13460.37,Томская область,070,4,007
322221298,42869.24,Томская область,070,4,007
248824672,112359.07,Оренбургская область,056,2,005
234616682,1312463.38,Оренбургская область,056,2,005
357191734,155481.48,Курганская область,045,2,006
9295109,1514973.26,Томская область,070,4,007
2033740,632331.07,Оренбургская область,056,2,005
124660565,45906.22,Томская область,070,4,007
124638383,25717.83,Томская область,070,4,007
153495686,34094.83,Курганская область,045,2,006
359064347,41388.98,Томская область,070,4,007
281253598,156652.64,Оренбургская область,056,2,005
71890288,18996.4,Томская область,070,4,007
223387644,163825.7,Оренбургская область,056,2,005
247854996,212653.11,Оренбургская область,056,2,005
352549978,25950.0,Оренбургская область,056,2,005
4029732,1152.0,Оренбургская область,056,2,005
310277115,9351.0,Курганская область,045,2,006
304977904,26018.61,Оренбургская область,056,2,005
322138077,13294.0,Оренбургская область,056,2,005
152742219,1077145.26,Оренбургская область,056,2,005
368582208,297.0,Оренбургская область,056,2,005
281847833,4209.3,Томская область,070,4,007
351340819,15097.39,Курганская область,045,2,006
291321911,11473.92,Оренбургская область,056,2,005
340124222,17381.0,Оренбургская область,056,2,005
239380286,258684.95,Оренбургская область,056,2,005
307254159,76896.09,Томская область,070,4,007
263098909,10330.58,Курганская область,045,2,006
266845601,2492.1,Томская область,070,4,007
299458806,14422.32,Томская область,070,4,007
238722292,365570.78,Оренбургская область,056,2,005
358380667,9239.0,Оренбургская область,056,2,005
336031016,773.11,Оренбургская область,056,2,005
363370204,2637.94,Томская область,070,4,007
308317022,73312.39,Курганская область,045,2,006
307749789,39100.0,Оренбургская область,056,2,005
322701819,1753.5,Томская область,070,4,007
277615512,19978.0,Оренбургская область,056,2,005
115218252,20150.0,Оренбургская область,056,2,005
211686620,82050.92,Оренбургская область,056,2,005
332060998,3500.0,Оренбургская область,056,2,005
307755990,6826.26,Курганская область,045,2,006
358782934,7006.5,Оренбургская область,056,2,005
272980388,398639.14,Томская область,070,4,007
275951264,210902.03,Курганская область,045,2,006
306030843,25189.0,Оренбургская область,056,2,005
110904581,534074.36,Томская область,070,4,007
355363013,49837.18,Томская область,070,4,007
354436034,26022.0,Курганская область,045,2,006
361088767,127154.82,Томская область,070,4,007
278634002,28782.0,Оренбургская область,056,2,005
282744310,5405.0,Курганская область,045,2,006
274360055,78915.11,Оренбургская область,056,2,005
149042823,66875.8,Томская область,070,4,007
315683230,17036.3,Оренбургская область,056,2,005
157589347,539734.07,Томская область,070,4,007
164351021,23210.93,Томская область,070,4,007
165194312,1307334.01,Курганская область,045,2,006
275347508,13410.16,Курганская область,045,2,006
293950161,13908.42,Курганская область,045,2,006
142651023,98.0,Оренбургская область,056,2,005
333703064,287041.93,Томская область,070,4,007
221040720,332079.38,Оренбургская область,056,2,005
333455869,14159.0,Оренбургская область,056,2,005
344947940,31990.0,Оренбургская область,056,2,005
275711722,280458.05,Оренбургская область,056,2,005
213615569,32666.42,Оренбургская область,056,2,005
356209150,9000.0,Томская область,070,4,007
350971779,6500.0,Томская область,070,4,007
321866429,40325.32,Томская область,070,4,007
164261291,30397.64,Оренбургская область,056,2,005
208189722,2082.7,Курганская область,045,2,006
233569971,96617.76,Курганская область,045,2,006
308996670,51735.21,Оренбургская область,056,2,005
239806601,11151.48,Оренбургская область,056,2,005
161813216,43656.63,Оренбургская область,056,2,005
220015750,234.0,Костромская область,044,0,001
316321119,26098.0,Костромская область,044,0,001
301108381,602290.0,Тульская область,071,0,001
344091148,23747.0,Тульская область,071,0,001
218315055,6942.17,Орловская область,057,0,001
163875931,163695.64,Орловская область,057,0,001
8991473,12080.08,Костромская область,044,0,001
243287268,403210.21,Тульская область,071,0,001
123623786,558295.53,Костромская область,044,0,001
299766220,13234.02,Орловская область,057,0,001
323014245,17634.56,Тульская область,071,0,001
335364047,5946.05,Тульская область,071,0,001
234045736,1990.0,Тульская область,071,0,001
4001727,49694.33,Тульская область,071,0,001
364563144,3255.08,Костромская область,044,0,001
256944629,171166.4,Тульская область,071,0,001
246679487,261733.48,Тульская область,071,0,001
160721742,1371.89,Тульская область,071,0,001
292338654,917.0,Тульская область,071,0,001
207290024,112240.79,Тульская область,071,0,001
301148537,12049.47,Тульская область,071,0,001
295666176,11840.0,Орловская область,057,0,001
360131108,40112.0,Орловская область,057,0,001
305855726,19833.0,Орловская область,057,0,001
168343142,200886.63,Орловская область,057,0,001
292128661,5877.87,Тульская область,071,0,001
158564868,476099.57,Тульская область,071,0,001
364892991,12505.89,Тульская область,071,0,001
347139234,25392.35,Тульская область,071,0,001
243758769,399.2,Костромская область,044,0,001
298994957,72374.19,Орловская область,057,0,001
157661598,131788.21,Тульская область,071,0,001
333163179,6816.1,Орловская область,057,0,001
4582861,1989.62,Орловская область,057,0,001
240458992,4389.0,Орловская область,057,0,001
347794529,20783.0,Орловская область,057,0,001
272649620,9111.0,Тульская область,071,0,001
274548061,94824.43,Костромская область,044,0,001
266375174,4198.46,Тульская область,071,0,001
217293229,727770.6989,Тульская область,071,0,001
310209081,369442.61,Тульская область,071,0,001
350754916,25575.0,Орловская область,057,0,001
344960444,41583.69,Костромская область,044,0,001
157963545,3632.77,Орловская область,057,0,001
71941760,11427.72,Костромская область,044,0,001
311919176,146190.59,Тульская область,071,0,001
293434758,415.0,Тульская область,071,0,001
283834296,4986.2,Тульская область,071,0,001
243828584,68243.39,Орловская область,057,0,001
246631988,34522.52,Костромская область,044,0,001
277229062,1214.37,Костромская область,044,0,001
130752536,20528.91,Орловская область,057,0,001
234811768,7738.43,Костромская область,044,0,001
337568497,17220.27,Тульская область,071,0,001
161151957,419.0,Тульская область,071,0,001
153611248,113774.46,Орловская область,057,0,001
254310373,109292.24,Орловская область,057,0,001
213959685,3638.99,Тульская область,071,0,001
310934722,124.99,Орловская область,057,0,001
135187403,606724.27,Орловская область,057,0,001
260679796,611821.49,Тульская область,071,0,001
284788861,14908.36,Тульская область,071,0,001
239247766,14860.76,Тульская область,071,0,001
206019280,113580.31,Орловская область,057,0,001
305433269,38048.0,Орловская область,057,0,001
273220437,214872.66,Орловская область,057,0,001
258233225,11758.05,Тульская область,071,0,001
114313789,45205.4,Орловская область,057,0,001
289921819,1299.74,Тульская область,071,0,001
302023559,72591.65,Орловская область,057,0,001
316630784,18612.0,Тульская область,071,0,001
257128152,64246.93,Костромская область,044,0,001
156008073,1188048.89239,Костромская область,044,0,001
355633695,12840.4,Тульская область,071,0,001
261978152,16580.06,Костромская область,044,0,001
351017665,11400.0,Тульская область,071,0,001
325799487,14967.8,Тульская область,071,0,001
243277636,885.89,Тульская область,071,0,001
362094263,14181.0,Тульская область,071,0,001
93200398,138543.97,Тульская область,071,0,001
144945862,217782.35,Орловская область,057,0,001
213860275,86267.0,Орловская область,057,0,001
273154832,395370.01,Тульская область,071,0,001
290336517,2166.58,Тульская область,071,0,001
243764268,22951.04,Орловская область,057,0,001
271848079,30095.42,Тульская область,071,0,001
336747727,24887.03,Орловская область,057,0,001
6193899,4382.64,Костромская область,044,0,001
251504075,244896.52,Тульская область,071,0,001
323797716,12690.12,Тульская область,071,0,001
155687404,363345.44,Костромская область,044,0,001
207522319,2592.28,Костромская область,044,0,001
165240066,83836.15,Орловская область,057,0,001
310282574,36695.0,Тульская область,071,0,001
206933718,29269.22,Тульская область,071,0,001
315700912,24655.0,Тульская область,071,0,001
285786126,82168.02,Тульская область,071,0,001
362110232,23049.7,Тульская область,071,0,001
106707420,56809.38,Орловская область,057,0,001
296537385,15732.88,Тульская область,071,0,001
16017039,13147.83,Костромская область,044,0,001
141711909,48281.72,Тульская область,071,0,001
223568114,19525.0,Тульская область,071,0,001
281365494,11794.4,Тульская область,071,0,001
311376087,154169.22,Орловская область,057,0,001
157107812,50174.29,Орловская область,057,0,001
344961601,110661.21,Тульская область,071,0,001
221402004,2311.8,Тульская область,071,0,001
3495627,425148.85,Костромская область,044,0,001
130324577,1954715.89,Костромская область,044,0,001
303895695,30324.0,Тульская область,071,0,001
351749720,21165.37,Костромская область,044,0,001
308717476,249584.32,Костромская область,044,0,001
260201346,12390.0,Тульская область,071,0,001
287799926,151413.32,Костромская область,044,0,001
266399162,710.97,Тульская область,071,0,001
110621532,2800.0,Тульская область,071,0,001
231638450,33453.9,Тульская область,071,0,001
168559746,230960.32834,Тульская область,071,0,001
138436278,9124.85,Тульская область,071,0,001
113269199,47027.28,Орловская область,057,0,001
346757084,35061.0,Орловская область,057,0,001
316085459,2553.77,Тульская область,071,0,001
237435790,1823.5,Тульская область,071,0,001
343503711,9352.0,Орловская область,057,0,001
151606260,20818.32,Костромская область,044,0,001
284178832,30573.0,Костромская область,044,0,001
143833350,144324.96,Тульская область,071,0,001
263130302,166220.95,Тульская область,071,0,001
723492797,31637.88,,,,
757859433,18349.0,,,,
221875535,3376.58,,,,
520440392,13947.45,,,,
285483812,356924.8,,,,
375435926,7979.56,,,,
156564223,790633.49,,,,
604918541,36399.0,,,,
795956856,113990.0,,,,
795081896,8860.55,,,,
627931013,6601.0,,,,
377552578,26862.0,,,,
374097430,53163.0,,,,
230340321,520358.09,,,,
623053376,14856.16,,,,
515781013,11565.77,,,,
632706131,73791.0,,,,
387332390,37791.0,,,,
281422414,51354.17,,,,
746799578,39813.75,,,,
254197090,606247.47,,,,
236149084,531850.69,,,,
513480428,247557.86,,,,
270309599,155234.89,,,,
795134747,17501.66,,,,
368415263,6185.19,,,,
706165723,9025.0,,,,
776741387,22288.0,,,,
509533885,16989.0,,,,
310661281,46946.0,,,,
426696782,5474.0,,,,
237831989,612548.93,,,,
248691586,12886.95,,,,
523639378,466304.71,,,,
542631474,20553.0,,,,
672019075,1219.8,,,,
668878657,29192.82,,,,
269028291,221694.05,,,,
269028446,98485.43,,,,
617225718,82714.07,,,,
621086680,7761.59,,,,
285906030,364435.78,,,,
362135536,35823.9,,,,
795132520,101599.02,,,,
644841969,45435.8,,,,
263236180,6230.0,,,,
570153778,12179.08,,,,
554232195,99169.97,,,,
337577383,164338.32,,,,
424837720,11072.94,,,,
567168706,28911.33,,,,
769875884,9157.5,,,,
425893777,15580.0,,,,
540113470,13820.73,,,,
512447313,71346.0,,,,
230852509,66125.6,,,,
398133849,38084.83,,,,
293444313,11645.47,,,,
516653447,145481.93,,,,
600573112,10046.0,,,,
706986152,106860.29,,,,
527658488,30064.0,,,,
630926011,62442.83,,,,
377187169,5796.0,,,,
734465376,92205.42,,,,
813912409,42147.65,,,,
762292991,232389.01,,,,
531829313,14530.0,,,,
273439222,89097.94,,,,
588215688,108444.46,,,,
650053302,12968.84,,,,
752000452,19467.63,,,,
648453827,4141.67,,,,
283810513,7680.76,,,,
370386709,1854.0,,,,
275320048,14705.34,,,,
243897506,11735.29,,,,
636595443,15396.48,,,,
384750484,4564.07,,,,
276369903,372130.16,,,,
569751410,38699.0,,,,
748501375,71140.53,,,,
756105998,84517.26,,,,
428361695,161196.68,,,,
157147391,521229.94,,,,
507634615,9689.0,,,,
778069448,19900.4,,,,
702800599,5178.29,,,,
552987146,57263.04,,,,
730770060,137596.91,,,,
262653513,2844.81,,,,
362897836,5714.55,,,,
728952412,20872.72,,,,
373998302,10982.4,,,,
516688536,54377.57,,,,
426746574,15913.24,,,,
103830052,37172.37,,,,
509091050,21227.0,,,,
795154002,16644.58,,,,
140625539,1152146.47,,,,
525773132,122836.32,,,,
206542598,131447.95,,,,
383073303,16905.0,,,,
255031279,120053.34,,,,
797727753,115902.17,,,,
625357740,24441.02,,,,
364559975,18997.0,,,,
665295767,14121.0,,,,
513051670,19122.39,,,,
677145577,154727.29,,,,
217398493,15246.7,,,,
251278054,2039572.85,,,,
398493664,44334.66,,,,
592784998,234688.52,,,,
521658924,8038.37,,,,
88887246,196549.64,,,,
125738480,295720.81,,,,
167708178,30357.66,,,,
726846177,51084.0,,,,
702902171,12271.05,,,,
292843253,105088.3,,,,
214819118,212232.21,,,,
236986678,68900.18,,,,
620777484,6029.61,,,,
672389443,96.0,,,,
396310480,100.0,,,,
430509125,34406.3,,,,
589469840,372863.22,,,,
378763872,22414.06,,,,
516625582,26676.38,,,,
379875047,66326.07,,,,
744803226,47390.55,,,,
531751457,28.0,,,,
771119760,16864.0,,,,
618608864,5535.8,,,,
158283469,59264.0,,,,
125147725,77256.96,,,,
276716689,860077.47,,,,
259477926,745792.92,,,,
589252661,550.83,,,,
512452965,8325.64,,,,
532004561,25102.0,,,,
382596065,36100.0,,,,
319421961,49972.0,,,,
536511923,292853.74253,,,,
508565918,12079.93,,,,
819508572,13946.81,,,,
680955639,69008.38,,,,
388620082,13290.5,,,,
508870335,376445.25,,,,
764601127,18313.79,,,,
339049494,264207.08,,,,
588204912,7009.0,,,,
385758315,8580.0,,,,
567179537,14042.0,,,,
622031148,7295.76,,,,
504861567,20447.12,,,,
296573928,90914.31,,,,
600193566,9481.0,,,,
395179561,12640.0,,,,
398940209,6285.92,,,,
16946601,285.79,,,,
590572749,30570.32,,,,
212129481,11466.93,,,,
238249644,15562.48,,,,
163230467,959.0,,,,
745218873,9806.0,,,,
278652279,2193334.69,,,,
650095041,218213.3,,,,
815194052,9599.0,,,,
355194168,254.0,,,,
779750415,107993.59,,,,
314716500,190559.8,,,,
590563417,9409.81,,,,
758968819,62378.7,,,,
389484958,38917.93,,,,
268680977,33954.26,,,,
249424390,89449.23,,,,
157959497,744735.98,,,,
630347288,1910.15,,,,
506625617,26548.8,,,,
275655809,439291.85,,,,
728305811,139458.14,,,,
762484021,26990.0,,,,
552684013,16163.85,,,,
378988157,38302.22,,,,
632868426,322566.06,,,,
284509119,88172.97,,,,
543506462,1875.97,,,,
510721362,4783.21,,,,
679653742,276561.74,,,,
632336791,663.68,,,,
402688376,174566.93,,,,
604069731,6966.47,,,,
428849612,4640.7,,,,
509523613,15472.26,,,,
529180637,100323.0,,,,
508199770,15999.62,,,,
396495430,37665.0,,,,
397607832,250964.57,,,,
512005185,11087.3,,,,
392060646,14490.3,,,,
283927145,19043.34,,,,
601266196,3999.0,,,,
731149111,7364.08,,,,
513491875,28274.0,,,,
510716868,33999.0,,,,
792882515,899.0,,,,
395182594,26945.95,,,,
318782243,37859.32,,,,
299057701,641437.14,,,,
632214323,92313.99,,,,
428623789,650810.31,,,,
378816597,25690.0,,,,
391315381,66599.4,,,,
399510009,58491.0,,,,
641698006,19603.0,,,,
621116228,292361.78,,,,
127956545,2024054.77,,,,
257925220,4240.0,,,,
760840332,55970.0,,,,
727290978,18980.0,,,,
630966868,7901.79,,,,
403771386,164514.98,,,,
386102037,97248.6,,,,
429584760,25990.0,,,,
624441477,20700.0,,,,
630273232,31320.0,,,,
541987211,38150.0,,,,
757371049,25289.0,,,,
592509188,77058.14,,,,
331158200,347841.32,,,,
278476903,31350.47,,,,
569898584,4479.11,,,,
567168059,3431.7,,,,
729320760,11299.0,,,,
294603380,934.75,,,,
