client_id,city_nm,Total_spent
5-1B9WORYKM,Новосибирск,349.0
5-1B9WORYKM,Санкт-Петербург,259.0
5-1BA0RUWBJ,Санкт-Петербург,1399.0
5-1BA0SVVZM,Санкт-Петербург,32.28
5-1BA1G8T00,Москва,41.72
5-1BA1G8T00,Нижний Новгород,179.85
5-1BA1G8T00,Омск,404.85
5-1BA1G8T00,Санкт-Петербург,44.0
5-1BA2E2SYT,Санкт-Петербург,101.66
5-1BA348HV5,Москва,87.0
5-1BA5JYC3H,Пермь,2087.95
5-1BA6CFTLE,Москва,680.0
5-1BAAAA79K,Санкт-Петербург,179.85
5-1BAC7DTVX,Новосибирск,499.0
5-1BACFM1D3,Москва,241.2
5-1BACFM1D3,Новосибирск,257.5
5-1BACFM1D3,Пермь,360.0
5-1BACFM1D3,Уфа,217.5
5-1BAF5G4QV,Санкт-Петербург,759.15
5-1BAGUNNQR,Санкт-Петербург,123.71
5-1BAIODX2R,Красноярск,174.5
5-1BAJLS720,Москва,99.0
5-1BAJLS720,Санкт-Петербург,679.0
5-1BAJQBAQP,Москва,1144.2
5-1BAJQBAQP,Санкт-Петербург,319.2
5-1BAKVT0WX,Красноярск,145.0
5-1BALPE59I,Екатеринбург,584.75
5-1BAMCZGIK,Санкт-Петербург,769.3
5-1BAONW98R,Москва,29.0
5-1BAOWH8F7,Санкт-Петербург,439.17
5-1BAQ970EU,Москва,3878.83
5-1BAQKFO31,Москва,24.75
5-1BAR1WBRO,Москва,32.28
5-1BARMG91T,Екатеринбург,112.25
5-1BARMG91T,Краснодар,112.25
5-1BARMG91T,Москва,404.5
5-1BARMG91T,Санкт-Петербург,1878.0
5-1BAU4PZ1R,Челябинск,168.35
5-1BAV9XWDT,Екатеринбург,240.0
5-1BAWF1MRC,Москва,1199.0
5-1BAXXOOGE,Москва,710.0
5-1BB3CRE7M,Москва,2198.0
5-1BB40P3JP,Екатеринбург,73.8
5-1BB4A4HQO,Санкт-Петербург,1149.25
5-1BB5S8EN4,Санкт-Петербург,2041.55
5-1BB60GET7,Санкт-Петербург,1120.65
5-1BB6WJFPK,Краснодар,119.8
5-1BBG416BW,Москва,759.6
5-1BBMCA8SL,Санкт-Петербург,129.9
5-1BBQDHIJ9,Челябинск,99.0
5-1BBS04XBD,Омск,137.25
5-1BBXFM2EN,Екатеринбург,69.8
5-1BBXFM2EN,Санкт-Петербург,59.8
5-1BBXYSY6K,Москва,2675.0
5-1BBZ62AS0,Екатеринбург,360.01
5-1BC0YQAQP,Красноярск,334.88
5-1BC292SWD,Москва,435.0
5-1BC2B3TLT,Москва,49.21
5-1BC3Q23G5,Санкт-Петербург,826.94
5-1BC5XPPXY,Москва,206.0
5-1BC6N3Z8I,Санкт-Петербург,360.0
5-1BCAICIK7,Краснодар,515.0
5-1BCAP70G6,Санкт-Петербург,1628.0
5-1BCAVHW2P,Новосибирск,570.0
5-1BCJMEZFV,Санкт-Петербург,181.25
5-1BCNBYTV9,Нижний Новгород,679.0
5-1BCPM6YCW,Самара,14.9
5-1BD1H0C05,Москва,2650.32
5-1BD6TUP9I,Москва,1801.0
5-1BD6ZH5NI,Санкт-Петербург,710.0
5-1BD84MZ78,Омск,639.28
5-1BD9F0HO1,Омск,930.0
5-1BDF4EUB0,Москва,490.0
5-1BDG7ZOTW,Москва,340.0
5-1BDG7ZOTW,Санкт-Петербург,19.5
5-1BDG8QDTO,Санкт-Петербург,224.5
5-1BDGSQOVP,Москва,515.0
5-1BDI874OO,Челябинск,435.0
5-1BDL5VAGX,Москва,349.0
5-1BDL8T07Y,Новосибирск,24.9
5-1BDL8YDV9,Воронеж,2998.0
5-1BDL8YDV9,Москва,1199.0
5-1BDLLPFL5,Санкт-Петербург,133.0
5-1BDOAYOFT,Москва,2057.0
5-1BDOAYOFT,Санкт-Петербург,499.0
5-1BDPO9YFX,Москва,629.0
5-1BDUYC67W,Москва,52.35
5-1BDV1RXQ5,Санкт-Петербург,3131.0
5-1BDV59SDC,Санкт-Петербург,312.48
5-1BDWTO1IU,Москва,459.9
5-1BE4LVFKE,Москва,320.0
5-1BE8QW4GT,Москва,139.0
5-1BEH7BX57,Новосибирск,435.0
5-1BEP68OTN,Краснодар,1340.0
5-1BEP68OTN,Нижний Новгород,1340.0
5-1BEPAEVYX,Москва,359.1
5-1BEQGZGTS,Москва,133.0
5-1BERUZVRP,Санкт-Петербург,899.0
5-1BESPBM5F,Москва,957.0
5-1BEZBFCD6,Воронеж,949.0
5-1BEZBFCD6,Москва,3409.0
5-1BEZBFCD6,Санкт-Петербург,257.5
5-1BF3UL0BX,Москва,2864.0
5-1BF7Y4KNC,Екатеринбург,32.28
5-1BF8PV8DZ,Пермь,299.7
5-1BFEZJS7L,Москва,199.5
5-1BFG5YACH,Екатеринбург,149.4
5-1BFG5YACH,Краснодар,679.0
5-1BFG5YACH,Санкт-Петербург,362.5
5-1BFM1AI70,Уфа,331.8
5-1BFO47K04,Москва,128.75
5-1BFT971A0,Санкт-Петербург,690.84
5-1BFULDTY3,Москва,3027.1
5-1BFZDCDCO,Санкт-Петербург,329.67
5-1BG579X9F,Москва,319.2
5-1BG5R7TUP,Санкт-Петербург,99.0
5-1BGCL5CT5,Москва,1343.1
5-1BGF369YE,Москва,199.75
5-1BGIFBXEJ,Красноярск,960.0
5-1BGJ3739U,Москва,1799.0
5-1BGURSCO3,Москва,128.9
5-1BGWWGFFO,Омск,269.9
5-1BH11S48T,Санкт-Петербург,181.25
5-1BH1JHUNI,Челябинск,699.0
5-1BH3G0XP2,Москва,690.6
5-1BH50J61V,Москва,59.85
5-1BHC969FC,Москва,360.0
5-1BHEX4VCV,Москва,46.35
5-1BHEXSXAK,Санкт-Петербург,799.0
5-1BHF3SWQP,Волгоград,288.0
5-1BHI0XUZX,Омск,1100.0
5-1BHKFXRLY,Санкт-Петербург,29.0
5-1BHR39KMZ,Москва,257.5
5-1BHRCEG4H,Челябинск,1509.75
5-1BHXYEETE,Москва,181.25
5-1BHYS010X,Москва,391.0
5-1BI530226,Краснодар,360.0
5-1BICTAKEX,Красноярск,90.95
5-1BIGID2SQ,Екатеринбург,435.0
5-1BIGID2SQ,Москва,360.0
5-1BIHG5NFN,Челябинск,875.0
5-1BIRWKDLJ,Москва,66.5
5-1BIRWKDLJ,Новосибирск,1360.0
5-1BIRWKDLJ,Уфа,66.5
5-1BIW53NDA,Санкт-Петербург,352.0
5-1BIW53NDA,Челябинск,352.0
5-1BIYXCVWW,Воронеж,373.0
5-1BJ0CV5RA,Новосибирск,814.0
5-1BJ68Z1LD,Санкт-Петербург,347.0
5-1BJ8UUDL4,Москва,1923.0
5-1BJ8UUDL4,Самара,331.8
5-1BJ8Z6IZ9,Челябинск,20.12
5-1BJADKDRJ,Москва,987.5
5-1BJBA5M64,Самара,1600.0
5-1BJDDRRYY,Москва,499.0
5-1BJNLBFID,Новосибирск,129.9
5-1BJPG9MVL,Волгоград,61.6
5-1BJSWF8PJ,Москва,1349.01
5-1BJTWVXIR,Санкт-Петербург,1169.1
5-1BJW1HRTZ,Волгоград,699.5
5-1BK5QZQRL,Краснодар,59.8
5-1BKF1V9LS,Санкт-Петербург,550.0
5-1BKHJE8TP,Казань,299.4
5-1BKJGEKCA,Санкт-Петербург,599.0
5-1BKMY3NXB,Москва,2461.76
5-1BKPTGAUO,Казань,515.0
5-1BKXQYWL8,Москва,895.0
5-1BKYGKH1Y,Москва,399.5
5-1BL3AAVLJ,Волгоград,137.25
5-1BL3AAVLJ,Москва,133.0
5-1BL3AAVLJ,Уфа,194.7
5-1BL3AAVLJ,Челябинск,137.25
5-1BLA3ASUH,Москва,25.98
5-1BLGXUQZF,Москва,440.0
5-1BLLJPG6T,Санкт-Петербург,986.39
5-1BLMR109D,Санкт-Петербург,1199.0
5-1BLR56VGD,Екатеринбург,73.8
5-1BLTCZ0LU,Казань,659.34
5-1BLVNY34K,Москва,1292.75
5-1BLVNY34K,Ростов-на-Дону,999.0
5-1BM15A2AZ,Москва,29.0
5-1BME88GAG,Москва,35.85
5-1BME88GAG,Новосибирск,36.0
5-1BMLHUJ5Z,Санкт-Петербург,22.12
5-1BMM8OG1W,Екатеринбург,3343.86
5-1BMZN0KJ7,Воронеж,2799.3
5-1BMZN0KJ7,Москва,329.67
5-1BN2TSSM6,Екатеринбург,699.0
5-1BN2TSSM6,Красноярск,899.0
5-1BN2TSSM6,Москва,1233.0
5-1BN799MPA,Москва,2198.5
5-1BN9M4HWF,Санкт-Петербург,814.0
5-1BNCKUDBP,Москва,2731.12
5-1BNEIW1C4,Москва,2374.2
5-1BNFOZTHM,Москва,360.0
5-1BNHPWEL0,Москва,30.0
5-1BNLEISV6,Краснодар,14.9
5-1BNP6BJPI,Самара,499.0
5-1BNQMV057,Омск,90.3
5-1BO4M3FH1,Москва,174.75
5-1BO4Q8474,Челябинск,550.0
5-1BOFKR2L8,Санкт-Петербург,19.9
5-1BOS7JGAH,Пермь,62.25
5-1BOSGY43E,Самара,749.75
5-1BOU1NVOT,Москва,999.0
5-1BP5R9TCL,Москва,79.9
5-1BP7ULXYJ,Воронеж,25.98
5-1BPBA8IKL,Красноярск,710.0
5-1BPBA8IKL,Москва,1999.0
5-1BPMW5TZY,Москва,619.8
5-1BPNEHMEH,Москва,391.72
5-1BPQV7O4V,Москва,359.1
5-1BPQV7O4V,Санкт-Петербург,288.0
5-1BQ2HQC20,Новосибирск,299.5
5-1BQ2NXYGX,Новосибирск,130.0
5-1BQ8BS3WG,Москва,3339.91
5-1BQ8BS3WG,Самара,385.0
5-1BQ8BS3WG,Уфа,719.2
5-1BQ92TZMN,Красноярск,280.0
5-1BQERP6ZZ,Москва,87.0
5-1BQERP6ZZ,Санкт-Петербург,24.9
5-1BQFDXRKG,Москва,360.0
5-1BQHY35RQ,Москва,32.25
5-1BQJKTV4M,Челябинск,1308.0
5-1BQTTE626,Санкт-Петербург,680.0
5-1BQUC7RS3,Москва,499.0
5-1BQY59I4J,Екатеринбург,162.25
5-1BQY59I4J,Москва,698.5
5-1BQY59I4J,Санкт-Петербург,174.75
5-1BR08K894,Санкт-Петербург,249.75
5-1BR4C49E3,Воронеж,299.0
5-1BR4C49E3,Казань,348.76
5-1BR4C49E3,Москва,1155.0
5-1BR4C49E3,Санкт-Петербург,550.0
5-1BR8CJWAZ,Санкт-Петербург,26.6
5-1BR8PW9SZ,Москва,849.0
5-1BRKWBQLA,Москва,679.0
5-1BRLMUEFL,Екатеринбург,399.6
5-1BRMHO0H2,Санкт-Петербург,379.46
5-1BRPGZCGH,Воронеж,174.75
5-1BRPGZCGH,Самара,791.99
5-1BRPGZCGH,Санкт-Петербург,387.25
5-1BRS2BA3Q,Москва,1129.65
5-1BRUK8X75,Санкт-Петербург,32.28
5-1BRUO8H5H,Москва,1627.01
5-1BRYI4EHC,Москва,679.0
5-1BS2VDS96,Москва,412.5
5-1BS3T51SE,Москва,778.1
5-1BS79Q3EI,Волгоград,759.6
5-1BSZZEZ0Q,Казань,25.98
5-1BTE675MW,Москва,149.75
5-1BTG12EX0,Краснодар,719.2
5-1BTHNAFRO,Новосибирск,133.0
5-1BTHNAFRO,Челябинск,133.0
5-1BTLE3S9Q,Краснодар,1099.0
5-1BTR47AD6,Москва,1428.2
5-1BTUYFFG6,Екатеринбург,159.75
5-1BTUYFFG6,Москва,19.8
5-1BTZXNHF2,Москва,133.0
5-1BUC0XZIA,Санкт-Петербург,329.0
5-1BUHNEP9J,Москва,814.0
5-1BVAUMPNW,Краснодар,999.01
5-1BVAUMPNW,Москва,679.0
5-1BVD99B4O,Омск,19.8
5-1BVFHF4DC,Москва,784.0
5-1BW45AQR6,Москва,133.0
5-1BW45AQR6,Челябинск,133.0
5-1BWCS6V0C,Новосибирск,749.0
5-1BWFPOVD6,Москва,174.5
5-1BWPPGBF2,Москва,3709.3
5-1BWXTQFIK,Москва,710.0
5-1BXERDQAB,Санкт-Петербург,950.0
5-1BXFLQF87,Москва,1239.0
5-1BXNCQ3FP,Москва,3497.34
5-1BXUYX142,Краснодар,25.98
5-1BYOVH483,Санкт-Петербург,329.0
5-1BYP6FUED,Москва,1499.0
5-1BZ1CP74S,Екатеринбург,279.52
5-1BZ6YNPJL,Уфа,340.0
5-1BZ99IXU4,Москва,3182.76
5-1BZI22X7V,Санкт-Петербург,765.66
5-1BZJPEZFM,Санкт-Петербург,399.6
5-1C04QCPCW,Нижний Новгород,640.0
5-1C13HDRE5,Челябинск,389.76
5-1C1KBREAM,Москва,2169.6
5-1C1KBREAM,Новосибирск,360.0
5-1C1KBREAM,Самара,2479.0
5-1C1KBREAM,Санкт-Петербург,649.0
5-1C1MM2Z61,Москва,840.0
5-1C1WCUCEU,Санкт-Петербург,107.8
5-1C2FKFOPI,Пермь,125.0
5-1C2NPYA26,Краснодар,62.25
5-1C2QGXDXJ,Москва,360.0
5-1C2TNX3LN,Санкт-Петербург,329.0
5-1C3770BAZ,Санкт-Петербург,156.47
5-1C3AEYDY5,Ростов-на-Дону,259.0
5-1C3BNNIQZ,Ростов-на-Дону,2592.18
5-1C3HFS1R2,Санкт-Петербург,499.0
5-1C3HFS32L,Москва,1099.0
5-1C3HFS32L,Ростов-на-Дону,1099.0
5-1C3HFS32L,Санкт-Петербург,1099.0
5-1C3I6ANP4,Москва,430.08
5-1C3J1Z6OY,Санкт-Петербург,1675.01
5-1C3ORUQ8T,Санкт-Петербург,329.0
5-1C3U2GMXL,Москва,32.28
5-1C3U2GMXL,Омск,32.28
5-1C431Q216,Москва,1099.0
5-1C44B2HX8,Омск,150.0
5-1C47UKX01,Красноярск,35.85
5-1C4AQCO40,Нижний Новгород,399.6
5-1C4AQCO40,Санкт-Петербург,399.6
5-1C4J17VXK,Санкт-Петербург,329.0
5-1C4PC6CPR,Воронеж,224.75
5-1C4PC6CPR,Москва,586.25
5-1C4PC6CPR,Нижний Новгород,528.9
5-1C4PC6CPR,Омск,680.0
5-1C4PC6CPR,Пермь,1599.0
5-1C4PC6CPR,Санкт-Петербург,180.0
5-1C4RPY4RH,Москва,2900.0
5-1C4XAWLV9,Москва,594.9
5-1C4XAWLV9,Санкт-Петербург,252.0
5-1C4XK092J,Нижний Новгород,699.01
5-1C50OO3A4,Москва,49.8
5-1C50UPUAO,Санкт-Петербург,2217.52
5-1C5XH1D9A,Краснодар,194.7
5-1C5XH1D9A,Пермь,499.0
5-1C5Y3X8R6,Красноярск,1586.8
5-1C6BGT0N6,Москва,46.5
5-1C6BGT0N6,Санкт-Петербург,747.24
5-1C6JI3UGC,Нижний Новгород,814.0
5-1C6KE73AX,Казань,515.0
5-1C6KE73AX,Санкт-Петербург,515.0
5-1C6N10MO9,Волгоград,79.9
5-1C6PXBSXN,Москва,389.4
5-1C6PXBSXN,Санкт-Петербург,232.5
5-1C7A26PVX,Екатеринбург,349.0
5-1C7A26PVX,Москва,1091.5
5-1C7A26PVX,Новосибирск,1100.0
5-1C7A26PVX,Санкт-Петербург,456.0
5-1C7HJSRIF,Санкт-Петербург,310.0
5-1C7RVOKA2,Казань,1370.34
5-1C7ZJS8L4,Москва,129.0
5-1C7ZJS8L4,Новосибирск,83.72
5-1C81HGWI6,Москва,422.75
5-1C84CLE4Q,Санкт-Петербург,2350.75
5-1C8BUQLFA,Москва,199.0
5-1C8EDXK4T,Санкт-Петербург,386.35
5-1C8U8B3PA,Новосибирск,679.0
5-1C8U8B3PA,Омск,225.0
5-1C8U8B3PA,Санкт-Петербург,329.0
5-1C9BSMIVO,Москва,2599.0
5-1C9BSMIVO,Самара,399.6
5-1C9J8OJSJ,Санкт-Петербург,437.4
5-1C9U13LUE,Екатеринбург,1600.0
5-1CA246B89,Новосибирск,329.0
5-1CA246B89,Санкт-Петербург,679.0
5-1CAXSKQYC,Москва,291.6
5-1CAZ5A9WV,Санкт-Петербург,279.72
5-1CB0F90BZ,Санкт-Петербург,3709.3
5-1CB1JWQBO,Ростов-на-Дону,565.12
5-1CBNH9BUY,Санкт-Петербург,73.8
5-1CBT0CRAX,Екатеринбург,814.0
5-1CC1TT33W,Санкт-Петербург,1223.92
5-1CC3F06TY,Москва,24.9
5-1CC5DYSM4,Санкт-Петербург,876.0
5-1CCAYGI9W,Москва,174.75
5-1CCJB98HO,Санкт-Петербург,100.1
5-1CCJBKE7N,Москва,1675.01
5-1CCP5SH4U,Москва,1309.0
5-1CCP5SH4U,Санкт-Петербург,249.0
5-1CCTK0LBL,Нижний Новгород,1167.55
5-1CDPLPWH8,Красноярск,130.5
5-1CDR8AY1V,Самара,1999.0
5-1CDTOTYNF,Москва,330.0
5-1CDXRQPCZ,Москва,329.0
5-1CE4GEBDI,Москва,880.77
5-1CE8CAUAT,Москва,124.5
5-1CECIP96O,Екатеринбург,300.0
5-1CENUS5AV,Москва,14.9
5-1CEQD054P,Волгоград,399.6
5-1CEZN8AGC,Екатеринбург,335.44
5-1CEZN8AGC,Москва,335.44
5-1CF2Z6JNG,Волгоград,69.75
5-1CF2Z6JNG,Москва,999.5
5-1CF2Z6JNG,Новосибирск,374.75
5-1CF2Z6JNG,Ростов-на-Дону,350.71
5-1CF2Z6JNG,Санкт-Петербург,2055.94
5-1CFES0Y51,Москва,580.0
5-1CFKRXS04,Москва,1579.0
5-1CFOFB9YO,Челябинск,329.0
5-1CFPRELM6,Москва,61.0
5-1CFQSBQOD,Краснодар,288.0
5-1CFQSBQOD,Омск,128.75
5-1CFQSBQOD,Самара,128.75
5-1CFUVRDVF,Санкт-Петербург,28.9
5-1CFUZKQ0R,Москва,499.0
5-1CG4QYS6J,Санкт-Петербург,199.0
5-1CGK7DK30,Краснодар,584.35
5-1CGK7DK30,Москва,599.6
5-1CGK7DK30,Уфа,299.8
5-1CGS3WYVM,Санкт-Петербург,1596.0
5-1CHYOLHIA,Москва,331.8
5-1CHYOLHIA,Новосибирск,59.85
5-1CHYOLHIA,Ростов-на-Дону,340.0
5-1CIFVTM8X,Нижний Новгород,165.5
5-1CIO0I63V,Москва,349.0
5-1CJ8SDCSZ,Краснодар,239.0
5-1CJMVTTXR,Нижний Новгород,1040.48
5-1CJMVTTXR,Пермь,1040.48
5-1CK8OW5WQ,Санкт-Петербург,2199.6
5-1CKXZ8B58,Москва,110.75
5-1CL1H1OW0,Москва,399.6
5-1CLRAEGN2,Санкт-Петербург,329.0
5-1CLY54DHK,Екатеринбург,209.5
5-1CLY54DHK,Нижний Новгород,710.0
5-1CN11V5FI,Санкт-Петербург,594.85
5-1CN1KOI0S,Екатеринбург,1028.19
5-1CN1KOI0S,Красноярск,1032.67
5-1CN1KOI0S,Москва,749.0
5-1CN1KOI0S,Санкт-Петербург,1028.19
5-1CN1NJ4P6,Санкт-Петербург,1185.21
5-1CN9BGTBL,Нижний Новгород,999.0
5-1CNCD6VB4,Санкт-Петербург,1108.35
5-1CNHUTHJN,Москва,119.7
5-1CNLDTU2S,Казань,79.9
5-1CNUPS7H0,Санкт-Петербург,29.0
5-1CNVPZ4PQ,Екатеринбург,918.5
5-1CNVPZ4PQ,Красноярск,249.5
5-1CNVPZ4PQ,Москва,629.0
5-1CNVPZ4PQ,Омск,119.5
5-1CNVPZ4PQ,Санкт-Петербург,2953.3
5-1CNVPZ4PQ,Челябинск,449.7
5-1CO5LEGT0,Москва,729.8
5-1CO5LEGT0,Челябинск,312.25
5-1CO899TBE,Казань,59.8
5-1CODG1IGA,Москва,130.65
5-1COTBX2VI,Воронеж,360.0
5-1COTBX2VI,Москва,138.6
5-1COV6ZZU0,Екатеринбург,899.0
5-1COZQFS4C,Москва,759.6
5-1CP2Z1DIJ,Казань,680.0
5-1CP2Z1DIJ,Москва,830.0
5-1CP2Z1DIJ,Санкт-Петербург,284.02
5-1CP2Z1DIJ,Уфа,275.08
5-1CPMCA4NO,Казань,395.1
5-1CPMCA4NO,Москва,79.9
5-1CPQ7J9MS,Красноярск,1199.0
5-1CPQ7J9MS,Санкт-Петербург,2998.0
5-1CPSSBEEO,Новосибирск,49.75
5-1CPWPKPIU,Москва,1360.0
5-1CQ5SYCE4,Казань,350.86
5-1CQ6CJ02Y,Санкт-Петербург,599.0
5-1CQHKOJFJ,Омск,25.98
5-1CQP8KQRK,Москва,840.0
5-1CR4LL1KA,Екатеринбург,929.25
5-1CR4LL1KA,Москва,390.0
5-1CR4LL1KA,Нижний Новгород,419.0
5-1CR4LL1KA,Новосибирск,861.62
5-1CRCPMIFL,Самара,249.5
5-1CRCPMIFL,Челябинск,404.8
5-1CRU21MAG,Москва,1098.0
5-1CRWULH1T,Москва,372.0
5-1CS2HFQSM,Москва,814.0
5-1CSQ0J0NM,Воронеж,232.5
5-1CSQ0J0NM,Екатеринбург,349.0
5-1CSQ0J0NM,Краснодар,360.0
5-1CSQ0J0NM,Москва,82.0
5-1CSQUAO9Q,Волгоград,209.4
5-1CSUBXHPZ,Санкт-Петербург,250.0
5-1CT3SNBIR,Москва,218.47
5-1CT8OVCKX,Москва,3200.0
5-1CTX3WWNJ,Казань,963.7
5-1CU1BFIVX,Воронеж,2400.0
5-1CU1BFIVX,Москва,137.25
5-1CU51XW96,Москва,325.0
5-1CUAVZFSW,Москва,299.0
5-1CUAVZFSW,Санкт-Петербург,299.0
5-1CUBH2TLC,Москва,435.0
5-1CUP013OG,Москва,329.0
5-1CVG89159,Москва,299.4
5-1CVJOQYHI,Москва,674.55
5-1CVMG1BJ6,Москва,279.0
5-1CVMGKAWT,Москва,599.0
5-1CVPAEGI9,Москва,814.0
5-1CVQ2TH94,Москва,329.67
5-1CW596RPV,Волгоград,168.0
5-1CW8Z2D7W,Санкт-Петербург,814.0
5-1CWBCSDB7,Москва,2957.0
5-1CWDWKCBO,Санкт-Петербург,79.9
5-1CWEKB79E,Новосибирск,199.5
5-1CWKKHJXB,Москва,1099.0
5-1CX1LI3CU,Новосибирск,217.5
5-1CX4WK4FA,Москва,315.0
5-1CX6GQ4BU,Омск,970.0
5-1CX6GQ4BU,Санкт-Петербург,1930.0
5-1CXADSRYN,Санкт-Петербург,679.0
5-1CXAVAV7Q,Санкт-Петербург,499.0
5-1CXD4PBSU,Нижний Новгород,529.0
5-1CXFAXYJ8,Санкт-Петербург,228.5
5-1CXGCWDV5,Москва,499.0
5-1CXNOHPUR,Омск,90.3
5-1CXSPJN9J,Краснодар,1606.9
5-1CXYJTM2B,Санкт-Петербург,399.0
5-1CY6WDR4B,Нижний Новгород,740.6
5-1CY7KQ88V,Москва,360.0
5-1CYELL0GC,Москва,2918.26
5-1CYELL0GC,Нижний Новгород,1239.5
5-1CYGNFLSD,Москва,689.85
5-1CYPQVHZC,Москва,1166.68
5-1CYPQVHZC,Санкт-Петербург,699.0
5-1CYRSJ943,Челябинск,2965.0
5-1D07ODPWJ,Москва,79.8
5-1D0V9VOGI,Москва,679.0
5-1D0YN3DFN,Омск,299.4
5-1D14VZX55,Москва,568.0
5-1D16KTE0M,Санкт-Петербург,259.0
5-1D2Q3OHZF,Москва,1789.75
5-1D2Q3OHZF,Новосибирск,391.0
5-1D2TFGIEK,Москва,19.8
5-1D3BWK7U5,Москва,149.5
5-1D3E1HP2I,Краснодар,1130.52
5-1D3NFVGJQ,Москва,79.9
5-1D3RY5DJG,Москва,913.35
5-1D3VYI947,Краснодар,3163.38
5-1D3VZNY5J,Красноярск,519.2
5-1D40NRAT3,Москва,2228.0
5-1D498IIVN,Екатеринбург,904.0
5-1D514462T,Санкт-Петербург,639.6
5-1D51V6Y44,Санкт-Петербург,331.6
5-1D536A0FI,Москва,349.0
5-1D54V1XDZ,Санкт-Петербург,827.68
5-1D56YNYSZ,Москва,391.0
5-1D56YNYSZ,Нижний Новгород,814.0
5-1D5EABDKA,Казань,459.9
5-1D5VT5BVZ,Москва,814.0
5-1D5XZRBIG,Новосибирск,1030.36
5-1D5Z9E915,Казань,710.0
5-1D625NDX3,Санкт-Петербург,679.0
5-1D62QAU3X,Уфа,555.0
5-1D64Z7FOW,Москва,399.2
5-1D65L7UZS,Новосибирск,699.5
5-1D67000TO,Москва,1173.75
5-1D69BDXKD,Москва,199.0
5-1D69Z7PE6,Москва,1628.0
5-1D6A5CN50,Краснодар,1299.0
5-1D6D0N5AR,Ростов-на-Дону,1289.0
5-1D6D20Y8I,Санкт-Петербург,435.0
5-1D6FLICWV,Москва,199.0
5-1D6GSIC2P,Москва,769.5
5-1D6HDWS4I,Нижний Новгород,240.0
5-1D6K2840E,Краснодар,1392.41
5-1D6ST8O8L,Москва,793.05
5-1D6TV2JMC,Москва,329.0
5-1D6YCG1YR,Москва,2279.05
5-1D74Y7EMW,Волгоград,551.65
5-1D74Y7EMW,Екатеринбург,362.5
5-1D74Y7EMW,Москва,1888.0
5-1D74Y7EMW,Новосибирск,23.88
5-1D74Y7EMW,Ростов-на-Дону,59.8
5-1D74Y7EMW,Санкт-Петербург,1053.33
5-1D74Y7EMW,Уфа,112.25
5-1D74Y7EMW,Челябинск,103.5
5-1D75NX81Z,Новосибирск,325.0
5-1D75NX81Z,Санкт-Петербург,1234.05
5-1D7C6TV9Q,Санкт-Петербург,2898.0
5-1D7C6TV9Q,Челябинск,1999.0
5-1D7DHLF42,Москва,3741.53
5-1D7EABRTU,Санкт-Петербург,432.45
5-1D7HTYQ1F,Екатеринбург,968.67
5-1D7HTYQ1F,Краснодар,324.35
5-1D7HTYQ1F,Москва,264.0
5-1D7HTYQ1F,Нижний Новгород,588.35
5-1D7HTYQ1F,Омск,264.0
5-1D7HTYQ1F,Санкт-Петербург,324.35
5-1D7HTYQ1F,Уфа,264.0
5-1D7KZS440,Уфа,32.28
5-1D7LM3SBB,Челябинск,3198.2
5-1D7S77OCU,Москва,62.25
5-1D7WTXE20,Москва,1078.0
5-1D7WTXE20,Новосибирск,133.0
5-1D7XWTC3R,Новосибирск,699.0
5-1D80YIPHF,Москва,526.66
5-1D81LVN19,Москва,369.23
5-1D862U1NA,Москва,1999.0
5-1D862U1NA,Санкт-Петербург,360.0
5-1D8DDAW3E,Санкт-Петербург,550.0
5-1D8EXE58L,Екатеринбург,367.65
5-1D8K4UWPE,Красноярск,580.0
5-1D8NLBVI1,Екатеринбург,550.0
5-1D8WLPSO6,Москва,312.25
5-1D92R69WH,Казань,1099.0
5-1D9CGU8LG,Москва,441.33
5-1D9HB16JP,Москва,1490.52
5-1D9NK9PNO,Санкт-Петербург,2700.0
5-1D9P6YJXB,Москва,1199.0
5-1D9WF1RBH,Пермь,399.6
5-1DA2NTPMI,Москва,3158.2
5-1DA7EAXPT,Москва,435.0
5-1DAAA27RN,Новосибирск,1099.0
5-1DAYM17AE,Пермь,73.8
5-1DBGBE2TJ,Уфа,88.06
5-1DBGM7N9I,Москва,32.28
5-1DBKNB7BC,Санкт-Петербург,79.9
5-1DCQPNSOR,Москва,279.6
5-1DCX3D03R,Москва,340.0
5-1DCX3D03R,Санкт-Петербург,390.0
5-1DCZUUM5Q,Волгоград,599.0
5-1DCZUUM5Q,Москва,329.67
5-1DD5ZO86Y,Ростов-на-Дону,1999.0
5-1DD7HX8SD,Москва,1999.0
5-1DDETTGZ4,Москва,320.0
5-1DDHH1W3L,Ростов-на-Дону,133.0
5-1DDJ2KRX8,Волгоград,570.0
5-1DDJTHNP8,Екатеринбург,495.55
5-1DDJTHNP8,Москва,550.0
5-1DDJTHNP8,Омск,136.5
5-1DDKG8WOF,Санкт-Петербург,749.0
5-1DDKO9AX8,Воронеж,155.4
5-1DDKO9AX8,Екатеринбург,1230.27
5-1DDKO9AX8,Москва,1054.5
5-1DDKO9AX8,Нижний Новгород,108.75
5-1DDKO9AX8,Новосибирск,875.6
5-1DDKO9AX8,Самара,159.6
5-1DDKO9AX8,Санкт-Петербург,685.4
5-1DDKO9AX8,Уфа,458.3
5-1DDKO9AX8,Челябинск,173.4
5-1DDMAK23M,Москва,899.0
